real_missing_prop,real_prop,pred_prop,pred_prop_2017,predset,year,pred_state,model,n,n_non_missing
0.196665610234488,0.0559368850679292,0.0368544761520721,0.0380878267283032,Using Identity Responses,2015,NY,logit,5114,5114
0.164948597245875,0.0393244920558438,0.0380878267283032,0.0380878267283032,Using Identity Responses,2017,NY,logit,5390,5390
0.196665610234488,0.0559368850679292,0.0368544761520721,0.0380878267283032,Not Using Identity Responses,2015,NY,logit,5114,5114
0.164948597245875,0.0393244920558438,0.0380878267283032,0.0380878267283032,Not Using Identity Responses,2017,NY,logit,5390,5390
