real_missing_prop,real_prop,pred_prop,pred_prop_2017,predset,year,pred_state,model,n,n_non_missing
0.0628320115773316,0.0883018728686737,0.0872352163498606,0.083961840942792,Using Identity Responses,2015,WV,ridgelog,1622,1622
0.0702397702185108,0.0723146162705365,0.0759337162157362,0.0759337162157362,Using Identity Responses,2017,WV,ridgelog,1563,1563
0.0628320115773316,0.0883018728686737,0.0839820013531736,0.0799669253733337,Not Using Identity Responses,2015,WV,ridgelog,1622,1622
0.0702397702185108,0.0723146162705365,0.0736885397225837,0.0736885397225837,Not Using Identity Responses,2017,WV,ridgelog,1563,1563
