real_missing_prop,real_prop,pred_prop,pred_prop_2017,predset,year,pred_state,model,n,n_non_missing
0.117882885513634,0.0729028083304109,0.0913549915794423,0.0877502294929379,Using Identity Responses,2015,AR,lasso,2880,2880
0.16827659409229,0.109305608736529,0.114020444037941,0.114020444037941,Using Identity Responses,2017,AR,lasso,1682,1682
0.117882885513634,0.0729028083304109,0.0860640830452518,0.0824593209587474,Not Using Identity Responses,2015,AR,lasso,2880,2880
0.16827659409229,0.109305608736529,0.0966186313375696,0.0966186313375696,Not Using Identity Responses,2017,AR,lasso,1682,1682
