real_missing_prop,real_prop,pred_prop,pred_prop_2017,predset,year,pred_state,model,n,n_non_missing
0.0795057359573848,0.117408697019487,0.0918494449661419,0.0918494449661419,Not Using Contact Responses,2017,MD,ridge,51087,51087
0.060170419278453,0.105672762642636,0.0814805901332021,0.0965270621657887,Using Contact Responses,2015,MD,ridge,55596,55596
0.060170419278453,0.105672762642636,0.075938168011693,0.0909846400442797,Not Using Contact Responses,2015,MD,ridge,55596,55596
