real_missing_prop,real_prop,pred_prop,pred_prop_2017,predset,year,pred_state,model,n,n_non_missing
0.017519902700432,0.0752293988706872,0.0883814437254008,0.100845975536956,Using Contact Responses,2015,WY,lasso,2424,2424
0.017519902700432,0.0752293988706872,0.0876526165546889,0.100117148366245,Not Using Contact Responses,2015,WY,lasso,2424,2424
