real_missing_prop,real_prop,pred_prop,pred_prop_2017,predset,year,pred_state,model,n,n_non_missing
0.0214360478492979,0.104839175135925,0.0963158543602639,0.0963158543602639,Using Contact Responses,2017,TX,lasso,2113,2113
0.0214360478492979,0.104839175135925,0.0930171615998457,0.0930171615998457,Not Using Contact Responses,2017,TX,lasso,2113,2113
